ИНН из файла,Тип найденного клиента из КС,Название из КС,ИНН из КС,КПП из КС,СЦ по продукту Контур-Экстерн,СЦ по РАР,Статус,Регион СЦ,Горе,,,,
7709571938,Есть в КС,"ООО ""Норма""",7709571938,770901001,"0210 ООО ""ОрионМегаПлюс""","0210 ООО ""ОрионМегаПлюс""",оплачен,77,не обработан,7709571938770901001,,,
7709574551,Есть в КС,"Общество с ограниченной ответственностью ""Филиал+""",7709574551,770301001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709574551770301001,,,
7709615960,Есть в КС,"ООО ""Ника""",7709615960,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709615960770901001,,,
7709617043,Есть в КС,"ООО ""Евростиль""",7709617043,771801001,0599 ООО “Бизнес ТелеСистемы”,0599 ООО “Бизнес ТелеСистемы”,оплачен,77,не обработан,7709617043771801001,,,
7709656765,Есть в КС,"ООО ""Орко Покровка Менеджмент""",7709656765,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709656765770901001,,,
7709657230,Есть в КС,"Общество с ограниченной ответственностью ""Колмпания Оптима""",7709657230,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709657230770901001,,,
7709762763,Есть в КС,ООО «Двина»,7709762763,770901001,0599 ООО “Бизнес ТелеСистемы”,0599 ООО “Бизнес ТелеСистемы”,оплачен,77,не обработан,7709762763770901001,,,
7709792768,Есть в КС,"ООО ""Авелана""",7709792768,770901001,0165 ЗАО «Расчетный Центр «Практик»,0165 ЗАО «Расчетный Центр «Практик»,оплачен,77,не обработан,7709792768770901001,,,
7709793754,Есть в КС,ООО “КАРАОКЕ №1”,7709793754,770901001,0733 ООО «Новые Интернет Технологии»,0733 ООО «Новые Интернет Технологии»,выставлен,77,не обработан,7709793754770901001,,,
7709837585,Есть в КС,"ООО ""ШАНС""",7709837585,770901001,"0210 ООО ""ОрионМегаПлюс""","0210 ООО ""ОрионМегаПлюс""",оплачен,77,не обработан,7709837585770901001,,,
7709838109,Есть в КС,"Общество с Ограниченной Ответственность ""НИИН""",7709838109,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709838109770901001,,,
7709839670,Есть в КС,ООО «Рубин»,7709839670,770901001,0733 ООО «Новые Интернет Технологии»,0733 ООО «Новые Интернет Технологии»,оплачен,77,не обработан,7709839670770901001,,,
7709842793,Есть в КС,"Общество с ограниченной ответственностью ""Оптимус Трейд""",7709842793,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709842793770901001,,,
7709848837,Есть в КС,"ООО ""Удальцова 83""",7709848837,770901001,0165 ЗАО «Расчетный Центр «Практик»,0165 ЗАО «Расчетный Центр «Практик»,оплачен,77,не обработан,7709848837770901001,,,
7709866628,Есть в КС,ООО «Виктория»,7709866628,770901001,"0811 ООО ""Контур-Эксперт""","0811 ООО ""Контур-Эксперт""",оплачен,77,не обработан,7709866628770901001,,,
7709874266,Есть в КС,"ООО ""Атриум кафе""",7709874266,770901001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7709874266770901001,,,
7710022668,Есть в КС,РБООИ «Общество «Лайт-Свет»,7710022668,770101001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710022668770101001,,,
7710026895,Есть в КС,ООО «НИК»,7710026895,771001001,"0354 ЗАО ""ОВИОНТ ИНФОРМ""","0354 ЗАО ""ОВИОНТ ИНФОРМ""",оплачен,77,не обработан,7710026895771001001,,,
7710190895,Есть в КС,"ООО ""Фирма""АННУШКА",7710190895,771001001,"0354 ЗАО ""ОВИОНТ ИНФОРМ""","0354 ЗАО ""ОВИОНТ ИНФОРМ""",оплачен,77,не обработан,7710190895771001001,,,
7710227312,Есть в КС,"ООО ""Бразерс и Компания""",7710227312,504701001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710227312504701001,,,
7710293315,Есть в КС,ООО АРКС 2,7710293315,770301001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710293315770301001,,,
7710311395,Есть в КС,ООО «Айлид»,7710311395,770301001,0733 ООО «Новые Интернет Технологии»,0733 ООО «Новые Интернет Технологии»,оплачен,77,не обработан,7710311395770301001,,,
7710343245,Есть в КС,ООО «К.Л.-АЛЬЯНС»,7710343245,770701001,"0811 ООО ""Контур-Эксперт""","0811 ООО ""Контур-Эксперт""",оплачен,77,не обработан,7710343245770701001,,,
7710355730,Есть в КС,"ООО ""Юна Стар""",7710355730,771401001,"0558 ООО ""ПрестижСофт""","0558 ООО ""ПрестижСофт""",оплачен,77,не обработан,7710355730771401001,,,
7710432350,Есть в КС,"ООО ""Паста Н""",7710432350,771001001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710432350771001001,,,
7710470638,Есть в КС,ЗАО «Ресторанный двор»,7710470638,771001001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710470638771001001,,,
7710471141,Есть в КС,"ООО ""Новый Атриум""",7710471141,771001001,0733 ООО «Новые Интернет Технологии»,0733 ООО «Новые Интернет Технологии»,оплачен,77,не обработан,7710471141771001001,,,
7710527588,Есть в КС,ООО «Тайм»,7710527588,771001001,"0354 ЗАО ""ОВИОНТ ИНФОРМ""","0354 ЗАО ""ОВИОНТ ИНФОРМ""",оплачен,77,не обработан,7710527588771001001,,,
7710541818,Есть в КС,"ООО ""Рог Изобилия""",7710541818,771001001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710541818771001001,,,
7710608808,Есть в КС,"ООО ""Мурведр""",7710608808,770301001,0448 ООО АЛЬФА-СЕРВИС,0448 ООО АЛЬФА-СЕРВИС,оплачен,77,не обработан,7710608808770301001,,,
7710618041,Есть в КС,"ООО""Морено""",7710618041,770601001,0810 ООО Аспект,0810 ООО Аспект,оплачен,77,не обработан,7710618041770601001,,,
7710622739,Есть в КС,Общество с ограниченной ответственностью «Компания С.О.Т.-1»,7710622739,771001001,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,0977 Московский Сервисный Центр ЗАО «ПФ «СКБ Контур»,оплачен,77,не обработан,7710622739771001001,,,
