,12326,26/12/11,05/10/06,04/10/12,11МЕ003986коп,"ООО «Веста», по адресу:  Ижемский район,п. Том, ул. Ручейная, д. 25. ОГРН 1021101097170,в лице Александра Николаевна Горчакова. Тел. 93-1-97. ИНН : 1119002864/111901001","магазин №4 Ижемский район,д. Картаёль, ул. Набережная, д.42",  
,12326,26/12/11,26/12/11,04/10/12,11МЕ003986коп,"ООО «Веста», по адресу:  Ижемский район,п. Том, ул. Ручейная, д. 25. ОГРН 1021101097170,в лице Александра Николаевна Горчакова. Тел. 93-1-97. ИНН : 1119002864/111901001","магазин №1 Ижемский район,п. Койю, ул. Центральная, д.407",  
,12326,26/12/11,26/12/11,04/10/12,11МЕ003986коп,"ООО «Веста», по адресу:  Ижемский район,п. Том, ул. Ручейная, д. 25. ОГРН 1021101097170,в лице Александра Николаевна Горчакова. Тел. 93-1-97. ИНН : 1119002864/111901001","магазин №3 Ижемский район,п. Том, ул. И.Н.Иванова, д.92",  
,12326,26/12/11,26/12/11,04/10/12,11МЕ003986коп,"ООО «Веста», по адресу:  Ижемский район,п. Том, ул. Ручейная, д. 25. ОГРН 1021101097170,в лице Александра Николаевна Горчакова. Тел. 93-1-97. ИНН : 1119002864/111901001","магазин №2 Ижемский район,п. Том,  ул. Ручейная,  д.25 «а»",  
,12397,15/12/11,19/12/06,18/12/12,11МЕ003957,"ООО ""Тулыс"", по адресу:  Ижемский район,с. Ижма, ул. Луговая, д. 2в. ОГРН 1061105010416,в лице Батманова Валентина Борисовна. Тел.9-52-79. ИНН : 1119005463/111901001","магазин «Тулыс» Ижемский район,с. Ижма, ул. Луговая, д.2в",  
,12446,28/06/12,29/01/07,28/01/13,11МЕ004297осн,"ООО  ""Дионис"", по адресу:  Ижемский район,д. Усть-Ижма, ул. Центральная, д.174. ОГРН 1061105010537,в лице Филиппова Татьяна Андриановна. Тел.97-5-02. ИНН : 1119005488/111901001", ,  
,12446,28/06/12,29/01/07,28/01/13,11МЕ004297коп,"ООО  ""Дионис"", по адресу:  Ижемский район,д. Усть-Ижма, ул. Центральная, д.174. ОГРН 1061105010537,в лице Филиппова Татьяна Андриановна. Тел.97-5-02. ИНН : 1119005488/111901001","магазин ""Рябинушка"" Ижемский район,с. Кельчиюр, ул. Центральная, д.126",  
,12493,26/04/07,26/04/07,25/04/14,11МЕ004162коп,"ООО "" Норд "", по адресу:  Ижемский район,пос. Том, ул. Ручейная, д.155. ОГРН 1061105010526,в лице Рубан Анна Васильевна. Тел.93-1-92. ИНН : 1119005495/111901001","магазин ""Рига"" Ижемский район,пос. Том, ул. Ручейная, д.27-Б",  
,12493,26/04/07,26/04/07,25/04/14,11МЕ004162коп,"ООО "" Норд "", по адресу:  Ижемский район,пос. Том, ул. Ручейная, д.155. ОГРН 1061105010526,в лице Рубан Анна Васильевна. Тел.93-1-92. ИНН : 1119005495/111901001","магазин ""Гермес"" Ижемский район,пос. Том, ул. И.Н. Иванова, д.91-А",  
,12493,26/04/07,26/04/07,25/04/14,11МЕ004162коп,"ООО "" Норд "", по адресу:  Ижемский район,пос. Том, ул. Ручейная, д.155. ОГРН 1061105010526,в лице Рубан Анна Васильевна. Тел.93-1-92. ИНН : 1119005495/111901001","бар Ижемский район,пос. Том, ул. Ручейная, д.27-А",  
,12493,19/04/12,26/04/07,25/04/14,11МЕ004162осн,"ООО "" Норд "", по адресу:  Ижемский район,пос. Том, ул. Ручейная, д.155. ОГРН 1061105010526,в лице Рубан Анна Васильевна. Тел.93-1-92. ИНН : 1119005495/111901001", ,  
,12540,31/08/07,31/08/07,30/08/12,11МЕ002003осн,"Кипиевское сельское потребительское общество, по адресу:  Ижемский район,с. Кипиево. ОГРН 1021101097522,в лице Чупрова Любовь Петровна. Тел.9-66-13. ИНН : 1119000786/111901001", ,  
,12540,31/08/07,31/08/07,30/08/12,11МЕ002003коп,"Кипиевское сельское потребительское общество, по адресу:  Ижемский район,с. Кипиево. ОГРН 1021101097522,в лице Чупрова Любовь Петровна. Тел.9-66-13. ИНН : 1119000786/111901001","магазин «ТПС №1» Ижемский район,с. Кипиево, ул. Чупрова, д.123",  
,12540,31/08/07,31/08/07,30/08/12,11МЕ002003коп,"Кипиевское сельское потребительское общество, по адресу:  Ижемский район,с. Кипиево. ОГРН 1021101097522,в лице Чупрова Любовь Петровна. Тел.9-66-13. ИНН : 1119000786/111901001","магазин «ТПС №2» Ижемский район,с. Кипиево, ул. Лесная, д.24",  
,12560,06/04/12,06/04/12,16/10/12,11МЕ004132коп,"ООО  ""Елена"", по адресу:  Ижемский район,д. Диюр, ул. Набережная, д.22. ОГРН 1071105000306,в лице Дердяй Валентина Рудольфовна. Тел.92-1-94. ИНН : 1119005520/111901001","магазин ""Ручеек"" Ижемский район,п.Ыргеншар, ул.Центральная, д.30а",  
,12560,06/04/12,06/04/12,16/10/12,11МЕ004132коп,"ООО  ""Елена"", по адресу:  Ижемский район,д. Диюр, ул. Набережная, д.22. ОГРН 1071105000306,в лице Дердяй Валентина Рудольфовна. Тел.92-1-94. ИНН : 1119005520/111901001","магазин ""Березка"" Ижемский район,д.Пустыня, ул.Центральная, д.4а",  
,12560,06/04/12,17/10/07,16/10/12,11МЕ004132осн,"ООО  ""Елена"", по адресу:  Ижемский район,д. Диюр, ул. Набережная, д.22. ОГРН 1071105000306,в лице Дердяй Валентина Рудольфовна. Тел.92-1-94. ИНН : 1119005520/111901001", ,  
,12560,06/04/12,16/09/09,16/10/12,11МЕ004132коп,"ООО  ""Елена"", по адресу:  Ижемский район,д. Диюр, ул. Набережная, д.22. ОГРН 1071105000306,в лице Дердяй Валентина Рудольфовна. Тел.92-1-94. ИНН : 1119005520/111901001","магазин «Валентина» Ижемский район,д. Диюр, ул. Набережная, д. 22",  
,12560,06/04/12,17/10/07,16/10/12,11МЕ004132коп,"ООО  ""Елена"", по адресу:  Ижемский район,д. Диюр, ул. Набережная, д.22. ОГРН 1071105000306,в лице Дердяй Валентина Рудольфовна. Тел.92-1-94. ИНН : 1119005520/111901001","магазин ""Ассорти"" Ижемский район,с. Краснобор, ул. Братьев Семяшкиных, д.106",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Тройка» Ижемский район,с. Щельяюр, ул. Гагарина, д.33",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Исток» Ижемский район,п. Щельяюр, ул. Клубная, д.7 «а»",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Полюс» Ижемский район,д. Диюр, ул. Почтовая, д. 21",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Теремок» Ижемский район,д. Вертеп",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Югор» Ижемский район,с. Брыкаланск",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213осн,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001", ,  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Визит» Ижемский район,с. Кипиево",  
,12592,04/03/08,24/12/07,23/12/12,11МЕ002213коп,"ООО ""Исток-плюс"", по адресу:  Ижемский район,п. Щельяюр, ул. Клубная, д.10. ОГРН 1051100748819.,в лице Хозяинов Георгий Андреевич. ИНН : 1119004974/111901001","магазин «Алена» Ижемский район,с. Щельяюр, ул. Заводская, д. 16а",  
,12814,23/01/09,23/01/09,22/01/14,11МЕ002586осн,"ПО ""Альянс"", по адресу:  Ижемский район,с. Ижма, ул. Чупрова, д.140. ОГРН 1021101097214,в лице Семяшкин Иван Васильевич. Тел.98-2-70. ИНН : 1119002166/111901001", ,  
,12814,23/01/09,23/01/09,22/01/14,11МЕ002586коп,"ПО ""Альянс"", по адресу:  Ижемский район,с. Ижма, ул. Чупрова, д.140. ОГРН 1021101097214,в лице Семяшкин Иван Васильевич. Тел.98-2-70. ИНН : 1119002166/111901001","магазин «Орбита» Ижемский район,с. Ижма, ул. Советская, д.90",  
,12814,23/01/09,23/01/09,22/01/14,11МЕ002586коп,"ПО ""Альянс"", по адресу:  Ижемский район,с. Ижма, ул. Чупрова, д.140. ОГРН 1021101097214,в лице Семяшкин Иван Васильевич. Тел.98-2-70. ИНН : 1119002166/111901001","магазин «Универсам» Ижемский район,с. Ижма, переулок Пионерский, д.2",  
