№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
133," ООО ""АРОМА""",6730062096,1066731084001,"214000, Смоленская область, г. Смоленск, ул. Кирова, д. 34-а","214000, Смоленская область, г. Смоленск, ул. Кирова, д. 34-а (магазин), без ограничений",№ 711                 Г 245986,25 апреля 2006,по 25 апреля 2011,до 26 апреля 2016,,,,,,,
134,"ООО ""Алекс""",6732003667,1106732003620,"214000, Смоленская область, г. Смоленск, ул. Октябрьской революции, д. 40, кв. 143","214014, Смоленская область, г. Смоленск, ул. Багратиона, д. 61(гриль-бар), без ограничений",№ 1968               Б 005491,20 мая 2011,по 25 февраля 2012,,,,,,,,
135,"ООО ""ФУД-ЭКСПРЕСС""",6730044065,1026701455615,"214000, Смоленская область, г. Смоленск, ул. Дзержинского, д. 16","214000, Смоленская область, г. Смоленск, ул. Дзержинского, д. 16 (кафе), без ограничений",№ 924                Б 005479,16 мая 2011,по 27 июня 2011,,,,,,,,
,,,,,"214000, Смоленская область, Парк им. Глинки (кафе), без ограничений",,,,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, пр-т Гагарина, д. 1 (кафе), без ограничений",,,,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, Колхозная площадь, д. 2 (кафе), без ограничений",,,,,,,,,,,
136,"ООО ""Плюс""",6731055408,1066731103295,"214016, Смоленская область, г. Смоленск, ул. Соболева, д. 116-б, кв. 55","214004, Смоленская область, г. Смоленск, ул. Пригородная, д. 5 (магазин), без ограничений",№ 935                  Б 004933 ,27 июня 2011,по 29 июня 2011,до 30 июня 2016,,,,,,,
,,,,,"214004, Смоленская область, г. Смоленск, ул. Пригородная, д. 5 (закусочная), без ограничений",,,,,,,,,,,
,,,,,"214020, Смоленская область, г. Смоленск, ул. Попова, д. 112 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214032, Смоленская область, г. Смоленск, ул. Маршала Еременко, д. 28 (магазин), без ограничений",,,,,,,,,,,
137,"ООО ""Монолит-Торг""",6731055461,1066731103449,"214032, Смоленская область, г. Смоленск, ул. Индустриальная, д. 9","Смоленская область, г. Смоленск, ул. Рыленкова, д. 30-г (магазин №15), без ограничений",№ 951                    Б 004942,28 июня 2011,по 29 июня 2011, до 30 июня 2016,,,,,,,
,,,,,"Смоленская область, г. Смоленск, ул. Твардовского, д. 4 (магазин № 18), без ограничений",,,,,,,,,,,
,,,,,"Смоленская область, г. Смоленск, пр-т Строителей, д. 14 (магазин №12), без ограничений",,,,,,,,,,,
,,,,,"Смоленская область, г. Смоленск, ул. Твардовского, д. 4 (магазин), без ограничений",№ 951                Б 005707,29 июня 2006,по 29 июня 2011,,исключение объекта,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, пр-т. Строителей, д. 14 (закусочная), без ограничений",,,,,исключение объекта,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Рыленкова, д. 30 ""Г"" (магазин), без ограничений",,,,,исключение объекта,,,,,,
138,"ООО ""АССА""",6731055856,1066731104659,"214036, Смоленская область, г. Смоленск, ул. Рыленкова, д. 40","214036, Смоленская область, г. Смоленск, ул. Рыленкова, д. 40 (кафе), без ограничений",№ 919                  Б 005653,26 июня 2006,по 26 июня 2011,до 27 июня 2014,,,,,,,
139,"ООО ""Поток""",6730064270,1066731106265,"214000, Смоленская область, г. Смоленск, ул. Академика Петрова, д. 2-а, кв. 33","214013, Смоленская область, г. Смоленск, ул.Кирова, между домами № 17 и № 19 (киоск), до 15%",№ 1120                  Б 005896,13 июля 2006,по 13 июля 2011,до 14 июля 2014,,,,,,,
140,"ООО ""ПромМакс""",6729034672,1066731103196,"214027, Смоленская область, г. Смоленск, ул. Котовского, д. 23","214027, Смоленская область, г. Смоленск, ул. Котовского, д. 23 (магазин), без ограничений",№ 1100               Б 005868,10 июля 2006,по 10 июля 2011,до 11 июля 2016,,,,,,,
,,,,,"214031, Смоленская область, г. Смоленск, ул. Маршала Соколовского, д. 17 (магазин), без ограничений",,,,,,,,,,,
141,"ООО ""Аура""",6730062603,1066731100754,"214030, Смоленская область, г. Смоленск, Краснинское шоссе, д. 29","214000, Смоленская область, г. Смоленск, ул. Жукова, д. 4 (бар), без ограничений",№ 978                 Б 005748,30 июня 2006 ,по 30 июня 2011,до 01 июля 2012,,,,,,,
142,"ООО ""Экспресс-М""",6730032422,1026701446309,"214000, Смоленская область, г. Смоленск, ул. Глинки, д. 11/30","214000, Смоленская область, г. Смоленск, ул. Большая Советская, д. 30/11 (кафе), без ограничений",№ 1121               Б 005897,13 июля 2006,по 13 июля 2011,до 14 июля 2012,,,,,,,
143,"ООО ""Торговый Дом Славянский""",6731054242,1066731079580,"214000, Смоленская область, г. Смоленск, ул. Б, Советская, д. 27/20","214000, Смоленская область, г. Смоленск, ул. Б. Советская, д. 27/20 (магазин), без ограничений",№ 1095               Б 004965,05 июля 2011,по 07 июля 2011,до 08 июля 2016,,,,,,,
,,,,,"214019, Смоленская область, г. Смоленск, ул. Зеленый ручей (магазин), без ограничений",,,,,,,,,,,
144,"ООО ""Третий Тайм""",6731055616,1066731103878,"214004, Смоленская область, г. Смоленск, ул. Оршанская, д. 13, кв. 4","214000, Смоленская область, г. Смоленск, ул. Шевченко, д. 91 (кафе), без ограничений",№ 976                 Б 005746,30 июня 2006,по 30 июня 2011,до 01 июля 2014,,,,,,,
