Реестр  действующих лицензии на розничную продажу алкогольной продукции в  Калининградской области (на 01.10.2012 г.),,,,,,,,,,,,,,,,,,,,,
№ лиц.:,До:,ОПФ:,Лицо:,Адрес:,ИНН:,Район:,Город:,Селение:,Улица:,Дом:,Корпус:,Квартира:,Ориентир,Описание,,,,,,,
39/АЛК/11/169,01/04/2014,ООО,"""Полесский общепит""","238630, Калининградская обл., г. Полесск, ул. Калининградская, д. 8",3922006283,,г. Полесск,,ул. Калининградская,д. 7,,,магазин,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/10/361,17/09/2015,ООО,"""Полесчанка торг""","238630, Калининградская обл., г. Полесск, ул. Калининградская, д. 8",3922006220,Полесский р-н,,п. Заливино,ул. Морская,д. 25-а,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/09/787,17/12/2012,ООО,"""Полина""","236011, г. Калининград, ул. У.Громовой, д. 125, кв. 18",3907206633,,г. Калининград,,ул. Автомобильная,д. 23,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/186,10/04/2015,ООО,"""Преголя""","236004, Калининградская обл., г. Калининград, ул. Типографская, д. 20",3906014110,,г. Калининград,,ул. Дм.Донского,д. 26-32,,,,литер II,,,,,,,
39/АЛК/08/23,11/02/2013,ООО,"""Прибалтторг""","238340, Калининградская обл., г. Светлый, п. Черепаново, ул. Садовая, д. 11, кв. 31",3913007033,,г. Калининград,,ул. 9 Апреля,д. 24-а,,,,с содержанием этилового спирта не более 15% объёма готовой продукции.,,,,,,,
39/АЛК/09/180,22/04/2014,ПО,"""Приграничное потребительское общество""","238460, Калининградская обл., Багратионовский р-н, г. Ладушкин, пер. Железнодорожный, д. 1",3915009854,Багратионовский р-н,,п. Пятидорожное,ул. Советская,д. 14,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/201,20/04/2013,ООО,"""Прима""","238510, Калининградская обл., г. Балтийск, пгт. Приморск, ул. Янтарная, д. 6-а, кв. 21",3901009766,,Балтийский МР,пгт Приморск,ш. Калининградское,магазин,,,,,,,,,,,
39/АЛК/12/351,29/06/2015,ООО,"""Приморье""","238560, Калининградская обл., г. Светлогорск, пгт Приморье, пр. Балтийский, д. 12",3912004463,,г. Светлогорск,пгт Приморье,пр. Балтийский,д. 12-б,,,,ресторан,,,,,,,
39/АЛК/12/250,12/05/2013,ООО,"""Причал""","236008, Калининградская обл., г. Калининград, ул. Верхнеозерная, д. 2-а",3903002269,,г. Калининград,,ул. Верхнеозерная,д. 2-а,кафе,,,,,,,,,,
39/АЛК/10/533,24/12/2013,ООО,"""ПРОДКООП""","238050, Калининградская обл., г. Гусев, ул. Победы, д. 29",3902007063,,г. Гусев,,ул. Кутузова,д. 2,,,магазин № 27,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/11/639,03/10/2015,ООО,"""ПродМаркет""","236000, Калининградская обл., г. Калининград, пр-кт Мира, д. 19-21",3906239555,,г. Калининград,,пр-кт Советский,д. 292,,,,,,,,,,,
39/АЛК/10/306,20/08/2013,ООО,"""Продуктовая лавка +""","236039, Калининградская обл., г. Калининград, ул. Эпроновская, д. 20, офис 5",3907209835,,г. Калининград,,ул. Эпроновская,д. 20,,,,литер XI из лит.А,,,,,,,
39/АЛК/12/318,18/06/2013,ООО,"""Продукты""","236005, Калининградская обл., г. Калининград, ул. Инженерная, д. 2, общ., кв. 14",3908605905,,г. Калининград,,ул. Рокоссовского,д. 22-26,,,,"литер I, а",,,,,,,
39/АЛК/11/671,26/10/2014,ООО,"""Прожект""","236040, Калининградская обл., г. Калининград, ул. Шевченко, д. 5-а,7-9-11, 11-а",3906216847,,г. Калининград,,ул. Дм.Донского,д. 19,бар,,,,,,,,,,
39/АЛК/09/633,01/10/2014,ООО,"""Производственно -торговая фирма ""МЕРКУРИЙ""","236029, г. Калининград, ул. Озерная, д. 31",3906108224,,г. Калининград,,ул. Озерная,д. 25-а,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/08/115,17/04/2013,ООО,"""Профсоюзный Пансионат работников Калининградского морского торгового порта ""Водник""","238550, Калининградская обл., г. Светлогорск, ул. Ленина, д. 48-а",3908028430,,г. Светлогорск,,ул. Ленина,д. 48-а,,,,бар,,,,,,,
39/АЛК/12/372,06/07/2013,ООО,"""ПРУССИЯ""","238210, Калининградская обл., г. Гвардейск, пер. Центральный, д. 5",3916011493,,г. Гвардейск,,пер. Центральный,д. 5,кафе,,,,,,,,,,
39/АЛК/08/176,10/06/2013,ООО,"""ПУСК К""","236004, Калининградская обл., г. Калининград, ул. Полтавская, д. 1",3907036004,,г. Калининград,,ул. Черняховского,д. 15-а,,,павильон № 112,с содержанием этилового спирта не более 15% объёма готовой продукции,,,,,,,
39/АЛК/12/469,21/08/2013,ООО,"""Пухов и К""","238530, Калининградская обл., г. Зеленоградск, ул. Ленина, д. 12/2б",3918027717,,г. Зеленоградск,,ул. Ленина,д. 12-б,магазин,,,,,,,,,,
39/АЛК/12/345,29/06/2013,ООО,"""Пушкино""","238026, Калининградская обл., Нестеровский р-н, п. Пушкино",3920007997,Нестеровский р-н,,п. Пушкино,ул. Центральная,д. 9,,,,,,,,,,,
39/АЛК/09/772,10/12/2012,ООО,"""Пчелка""","238420, Калининградская обл., Багратионовский р-н, г. Багратионовск, ул. Красноармейская, д. 16, кв. 9",3915451893,,г. Багратионовск,,ул. Красноармейская,д. 11,,,,с содержанием этилового спирта не более 15% объёма готовой продукции,,,,,,,
39/АЛК/11/333,27/05/2016,ООО,"""Пышка плюс""","238520, Калининградская обл., г. Балтийск, ул. Ушакова, д. 21-а",3901001615,,г. Балтийск,,ул. Каплунова,д. 2,бар,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/08/298,17/09/2013,ООО,"""Пять ступеней""","238420, Калининградская обл., г. Багратионовск, ул. Утина, д. 20, кв. 62",3915001929,,г. Багратионовск,,ул. Центральная,д. 3-5,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/53,13/02/2014,ООО,"""Р & Ко""","238158, Калининградская обл., г. Черняховск, ш. Гусевское, д. 9",3914111911,,г. Черняховск,,ш. Гусевское,д. 9,,,,литер И,,,,,,,
39/АЛК/10/55,18/02/2013,ООО,"""Радуга плюс""","238051, Калининградская обл., г. Гусев, ул. З.Космодемьянской, д. 7",3902006687,,г. Гусев,,ул. З.Космодемьянской,д. 7,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
